FilePath,FolderTarget,SoVanBan,NamBanHanh,LoaiVanBan,DonViSoanThao,NguoiKy,NgayBanHanh,NgayHetHieuLuc,TrangThai,MucDoBaoMat,TrichYeu,VanBanThayThe,VanBanLienQuan,Tags
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/15.08.2023.Hướng dẫn mua hàng hóa dịch vụ-HD-KH-01.pdf,[15] Phòng Kế Hoạch - Vật Tư,15,2023,Hướng dẫn,Phòng Kế hoạch – Vật tư,,2023-08-15,,Đang lưu hành,Nội bộ,15.08.2023.Hướng dẫn mua hàng hóa dịch vụ-HD-KH-01,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/300.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận kho-Phòng kế hoạch vật tư.30-03-2026.pdf,[15] Phòng Kế Hoạch - Vật Tư,300,2026,Quyết định,Phòng Kế hoạch – Vật tư,,2026-03-30,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận kho-Phòng kế hoạch vật tư,,,
"data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/36.QĐ-NS-Quy định về Chức năng, nhiệm vụ, và cơ cấu tổ chức của Phòng Kế Hoạch-Vật Tư.02-01-2024.docx",[15] Phòng Kế Hoạch - Vật Tư,36,2024,Quyết định,Phòng Kế hoạch – Vật tư,,2024-01-02,,Đang lưu hành,Nội bộ,"36.QĐ-NS-Quy định về Chức năng, nhiệm vụ, và cơ cấu tổ chức của Phòng Kế Hoạch-Vật Tư.02-01-2024",,,
"data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/36.QĐ-NS-Quy định về Chức năng, nhiệm vụ, và cơ cấu tổ chức của Phòng Kế Hoạch-Vật Tư.02-01-2024.pdf",[15] Phòng Kế Hoạch - Vật Tư,36,2024,Quyết định,Phòng Kế hoạch – Vật tư,,2024-01-02,,Đang lưu hành,Nội bộ,"36.QĐ-NS-Quy định về Chức năng, nhiệm vụ, và cơ cấu tổ chức của Phòng Kế Hoạch-Vật Tư.02-01-2024",,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/436.QĐ-HCNS-Quyết định Ban hành quy trình giao và lập kế hoạch.22.07.2025.docx,[15] Phòng Kế Hoạch - Vật Tư,436,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-07-22,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình giao và lập kế hoạch,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/436.QĐ-HCNS-Quyết định Ban hành quy trình giao và lập kế hoạch.22.07.2025.pdf,[15] Phòng Kế Hoạch - Vật Tư,436,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-07-22,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình giao và lập kế hoạch,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/455.2025.QĐ-HCNS-Quyết định Ban hành quy chế mua sắm.25-7-2025.docx,[15] Phòng Kế Hoạch - Vật Tư,455,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-07-25,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy chế mua sắm,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/455.2025.QĐ-HCNS-Quyết định Ban hành quy chế mua sắm.25-7-2025.pdf,[15] Phòng Kế Hoạch - Vật Tư,455,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-07-25,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy chế mua sắm,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/470.QĐ-NS-Ban hành mẫu Hợp Đồng Nguyên Tắc thực hiện trong Công ty.28-05-2024.pdf,[15] Phòng Kế Hoạch - Vật Tư,470,2024,Quyết định,Phòng Kế hoạch – Vật tư,,2024-05-28,,Đang lưu hành,Nội bộ,470.QĐ-NS-Ban hành mẫu Hợp Đồng Nguyên Tắc thực hiện trong Công ty.28-05-2024,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/477.QĐ-HCNS-Bổ nhiệm Phó phòng Kế hoạch vật tư.15-05-2026.docx,[15] Phòng Kế Hoạch - Vật Tư,477,2026,Quyết định,Phòng Kế hoạch – Vật tư,,2026-05-15,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó phòng Kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/477.QĐ-HCNS-Bổ nhiệm Phó phòng Kế hoạch vật tư.15-05-2026.pdf,[15] Phòng Kế Hoạch - Vật Tư,477,2026,Quyết định,Phòng Kế hoạch – Vật tư,,2026-05-15,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó phòng Kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/478.QĐ-HCNS-Kiêm nhiệm chức danh cho bà Phạm Kiều Anh.15-05-2026.pdf,[15] Phòng Kế Hoạch - Vật Tư,478,2026,Quyết định,Phòng Kế hoạch – Vật tư,,2026-05-15,,Đang lưu hành,Nội bộ,Kiêm nhiệm chức danh cho bà Phạm Kiều Anh,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/479.QĐ-HCNS-Bổ nhiệm Trưởng phòng Kế hoạch vật tư.15-05-2026.pdf,[15] Phòng Kế Hoạch - Vật Tư,479,2026,Quyết định,Phòng Kế hoạch – Vật tư,,2026-05-15,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng phòng Kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/482.2026-QĐ-HCNS-Ban hành quy trình cấp phát văn phòng phẩm-vật rẻ.15.05.2026.pdf,[15] Phòng Kế Hoạch - Vật Tư,482,2026,Quyết định,Phòng Kế hoạch – Vật tư,,2026-05-15,,Đang lưu hành,Nội bộ,Ban hành quy trình cấp phát văn phòng phẩm-vật rẻ,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/489.2026-QĐ-HCNS-Ban hành quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng Kế hoạch vật tư.15-05-2026.pdf,[15] Phòng Kế Hoạch - Vật Tư,489,2026,Quyết định,Phòng Kế hoạch – Vật tư,,2026-05-15,,Đang lưu hành,Nội bộ,Ban hành quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng Kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/596.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận kế hoạch-Phòng kế hoạch vật tư.11-09-2025.pdf,[15] Phòng Kế Hoạch - Vật Tư,596,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận kế hoạch-Phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/597.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận mua hàng-Phòng kế hoạch vật tư.11-09-2025.docx,[15] Phòng Kế Hoạch - Vật Tư,597,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận mua hàng-Phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/597.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận mua hàng-Phòng kế hoạch vật tư.11-09-2025.pdf,[15] Phòng Kế Hoạch - Vật Tư,597,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận mua hàng-Phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/598.QĐ-HCNS-Bổ nhiệm Phó phòng kế hoạch vật tư.11-09-2025.docx,[15] Phòng Kế Hoạch - Vật Tư,598,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/598.QĐ-HCNS-Bổ nhiệm Phó phòng kế hoạch vật tư.11-09-2025.pdf,[15] Phòng Kế Hoạch - Vật Tư,598,2025,Quyết định,Phòng Kế hoạch – Vật tư,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/132.2026.QĐ-ĐM-Thưởng nhân ngày 8-3-2026.05-03-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,132,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-08,,Đang lưu hành,Nội bộ,132.2026.QĐ-ĐM-Thưởng nhân ngày 8-3-2026.05-03-2026,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/169.2025.QĐ-HCNS-Ban hành Quy trình đi công tác.25-3-2025.docx,[16] Phòng Hành Chính - Nhân Sự,169,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-03-25,,Đang lưu hành,Nội bộ,Ban hành Quy trình đi công tác,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/169.2025.QĐ-HCNS-Ban hành Quy trình đi công tác.25-3-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,169,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-03-25,,Đang lưu hành,Nội bộ,Ban hành Quy trình đi công tác,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/170.2025.QĐ-HCNS-Ban hành Quy trình quản lý văn bản đến văn bản đi.25-3-2025.docx,[16] Phòng Hành Chính - Nhân Sự,170,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-03-25,,Đang lưu hành,Nội bộ,Ban hành Quy trình quản lý văn bản đến văn bản đi,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/170.2025.QĐ-HCNS-Ban hành Quy trình quản lý văn bản đến văn bản đi.25-3-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,170,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-03-25,,Đang lưu hành,Nội bộ,Ban hành Quy trình quản lý văn bản đến văn bản đi,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/170.2025.QĐ-HCNS-Quy trình quản lý văn bản đến văn bản đi.25-3-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,170,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-03-25,,Đang lưu hành,Nội bộ,Quy trình quản lý văn bản đến văn bản đi,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/177.2026.QĐ-HCNS-Thưởng thêm cho mỗi CBNV 01 vỉ bia Idol.05-2-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,177,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-02-05,,Đang lưu hành,Nội bộ,Thưởng thêm cho mỗi CBNV 01 vỉ bia Idol,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/201.2026.QĐ-HCNS-Bổ nhiệm Chuyên gia cấp 2 kiêm Quản lý phòng Kỹ thuật Công nghệ và cải tiến sản xuất.26-03-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,201,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-26,,Đang lưu hành,Nội bộ,Bổ nhiệm Chuyên gia cấp 2 kiêm Quản lý phòng Kỹ thuật Công nghệ và cải tiến sản xuất,,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/208.QĐ-HCNS-Quyết đinh không tổ chức hoạt động chăn nuôi gia súc, gia cầm tại khuôn viên nhà máy.01-06-2025.pdf",[16] Phòng Hành Chính - Nhân Sự,208,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-06-01,,Đang lưu hành,Nội bộ,"Quyết đinh không tổ chức hoạt động chăn nuôi gia súc, gia cầm tại khuôn viên nhà máy",,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/217.2026-QĐ-HCNS-Áp dụng thời gian làm việc cho nhân viên lái xe khi cho xe ô tô đi đăng ký ,đăng kiểm.27-2-2026.pdf",[16] Phòng Hành Chính - Nhân Sự,217,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-02-27,,Đang lưu hành,Nội bộ,"Áp dụng thời gian làm việc cho nhân viên lái xe khi cho xe ô tô đi đăng ký ,đăng kiểm",,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/224.2025.QĐ-HCNS-Quyết định Ban hành quy trình xây dựng, điều chỉnh định biên Nhân sự.15-4-2025.docx",[16] Phòng Hành Chính - Nhân Sự,224,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-04-15,,Đang lưu hành,Nội bộ,"Quyết định Ban hành quy trình xây dựng, điều chỉnh định biên Nhân sự",,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/224.2025.QĐ-HCNS-Quyết định Ban hành quy trình xây dựng, điều chỉnh định biên Nhân sự.15-4-2025.pdf",[16] Phòng Hành Chính - Nhân Sự,224,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-04-15,,Đang lưu hành,Nội bộ,"Quyết định Ban hành quy trình xây dựng, điều chỉnh định biên Nhân sự",,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/231.QĐ-HCNS-Quyết định Điều chuyển nhân sự.19-4-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,231,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-04-19,,Đang lưu hành,Nội bộ,Quyết định Điều chuyển nhân sự,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/233.2026.QĐ-HCNS-Thưởng nhân ngày 8-3-2026.05-03-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,233,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-08,,Đang lưu hành,Nội bộ,Thưởng nhân ngày,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/239.2025.QĐ-HCNS-Quyết định Ban hành quy trình đánh giá hiệu quả công việc.23-4-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,239,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-04-23,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình đánh giá hiệu quả công việc,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/246.QĐ-HCNS-Quyết định Bổ nhiệm Phó quản đốc Phân xưởng sản xuất Bia Đông Mai.02-07-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,246,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-02,,Đang lưu hành,Nội bộ,Quyết định Bổ nhiệm Phó quản đốc Phân xưởng sản xuất Bia Đông Mai,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/247.QĐ-HCNS-Quyết định Miễn nhiệm vị trí Phó ban SHE.02-07-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,247,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-02,,Đang lưu hành,Nội bộ,Quyết định Miễn nhiệm vị trí Phó ban SHE,,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/248.2026.QĐ-HCNS-Ban hành danh mục KPIs Khối vận hành và Chuỗi cung ứng, Khối tài chính và Quản trị.13-03-2026.pdf",[16] Phòng Hành Chính - Nhân Sự,248,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-13,,Đang lưu hành,Nội bộ,"Ban hành danh mục KPIs Khối vận hành và Chuỗi cung ứng, Khối tài chính và Quản trị",,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/257.QĐ-HCNS-Quyết định Điều chuyển nhân sự.02-05-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,257,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-05-02,,Đang lưu hành,Nội bộ,Quyết định Điều chuyển nhân sự,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/28.2026.QĐ-HCNS-Tổ chức Hội nghị người lao động và tổng kết năm 2025.07-01-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,28,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-01-07,,Đang lưu hành,Nội bộ,Tổ chức Hội nghị người lao động và tổng kết năm 2025,,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/286.QĐ-HCNS-Quyết định ban hành quy trình xử lý khiếu nại , giải đáp thắc mắc của người lao động.14-05-2025.pdf",[16] Phòng Hành Chính - Nhân Sự,286,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-05-14,,Đang lưu hành,Nội bộ,"Quyết định ban hành quy trình xử lý khiếu nại , giải đáp thắc mắc của người lao động",,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/287.2026.QĐ-HCNS-Hướng dẫn thanh toán công tác phí.26-03-2026.docx,[16] Phòng Hành Chính - Nhân Sự,287,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-26,,Đang lưu hành,Nội bộ,Hướng dẫn thanh toán công tác phí,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/287.2026.QĐ-HCNS-Hướng dẫn thanh toán công tác phí.26-03-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,287,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-26,,Đang lưu hành,Nội bộ,Hướng dẫn thanh toán công tác phí,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/301.2026.QĐ-HCNS-ban hành quy trình phối hợp quản lý lao động thuê lại.30-03-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,301,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-30,,Đang lưu hành,Nội bộ,ban hành quy trình phối hợp quản lý lao động thuê lại,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/302.QĐ-HCNS-Quyết định Ban hành mẫu hợp đồng đào tạo.22-05-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,302,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-05-22,,Đang lưu hành,Nội bộ,Quyết định Ban hành mẫu hợp đồng đào tạo,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/303.QĐ-HCNS-Bổ nhiệm Trưởng phòng cơ điện.25-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,303,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng phòng cơ điện,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/304.2026.QĐ-HCNS-ban hành sơ đồ tổ chức Công ty Cổ phần Bia-Nước giải khát Hạ Long.30-03-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,304,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-03-30,,Đang lưu hành,Nội bộ,ban hành sơ đồ tổ chức Công ty Cổ phần Bia-Nước giải khát Hạ Long,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/304.QĐ-HCNS-Kiêm nhiệm chức danh.25-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,304,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-25,,Đang lưu hành,Nội bộ,Kiêm nhiệm chức danh,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/305.QĐ-HCNS-Miễn nhiệm vị trí Trưởng phòng cơ điện.25-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,305,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-25,,Đang lưu hành,Nội bộ,Miễn nhiệm vị trí Trưởng phòng cơ điện,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/306.QĐ-HCNS -Bổ nhiệm Phó Giám đốc thiết bị.25-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,306,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó Giám đốc thiết bị,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/307.QĐ-HCNS-Bổ nhiệm Phó phòng cơ điện.25-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,307,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó phòng cơ điện,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/308.QĐ-HCNS-Bổ nhiệm Phó quản đốc phân xưởng cơ điện động lực Hạ Long.25-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,308,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó quản đốc phân xưởng cơ điện động lực Hạ Long,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/317.QĐ-HCNS-Quyết định Thành lập ban cảm quan bia và nước giải khát.24-05-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,317,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-05-24,,Đang lưu hành,Nội bộ,Quyết định Thành lập ban cảm quan bia và nước giải khát,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/320.QĐ-HCNS-Quyết định Thưởng cho CBNV nhân dịp Tết thiếu nhi 1-6.27-05-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,320,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-05-27,,Đang lưu hành,Nội bộ,Quyết định Thưởng cho CBNV nhân dịp Tết thiếu nhi 1-6,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/336.2026.QĐ-HCNS-ban hành quy trình cấp phát đồng phục.06-4-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,336,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-04-06,,Đang lưu hành,Nội bộ,ban hành quy trình cấp phát đồng phục,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/337.2026-QĐ-HCNS-Quy định đánh giá mức độ hoàn thành công việc(PMS)ban hành.06-4-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,337,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-04-06,,Đang lưu hành,Nội bộ,Quy định đánh giá mức độ hoàn thành công việc(PMS)ban hành,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/337.2026.QĐ-HCNS-Quy định đánh giá mức độ hoàn thành công việc(PMS)ban hành.06-4-2026.docx,[16] Phòng Hành Chính - Nhân Sự,337,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-04-06,,Đang lưu hành,Nội bộ,Quy định đánh giá mức độ hoàn thành công việc(PMS)ban hành,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/341.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận cơ điện-Xây dựng.25-09-2025.docx,[16] Phòng Hành Chính - Nhân Sự,341,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận cơ điện-Xây dựng,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/341.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận cơ điện-Xây dựng.25-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,341,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận cơ điện-Xây dựng,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/342.QĐ-HCNS-Bổ nhiệm Tổ trưởng trực điện-Phân xưởng cơ điện động lực Hạ Long.25-09-2025.docx,[16] Phòng Hành Chính - Nhân Sự,342,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Tổ trưởng trực điện-Phân xưởng cơ điện động lực Hạ Long,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/342.QĐ-HCNS-Bổ nhiệm Tổ trưởng trực điện-Phân xưởng cơ điện động lực Hạ Long.25-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,342,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-25,,Đang lưu hành,Nội bộ,Bổ nhiệm Tổ trưởng trực điện-Phân xưởng cơ điện động lực Hạ Long,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/372.QĐ-HCNS-Quyết định Ban hành Khen thưởng con CBCNV đạt danh hiệu năm học 2024-2025.18-06-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,372,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-06-18,,Đang lưu hành,Nội bộ,Quyết định Ban hành Khen thưởng con CBCNV đạt danh hiệu năm học 2024-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/373.QĐ-HCNS-Quyết định Ban hành quy trình định mức đơn giá tiền lương.18-06-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,373,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-06-18,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình định mức đơn giá tiền lương,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/375.QĐ-HCNS-Quyết định thưởng cho CBCNV nhân dịp kỷ niệm thành lập Công ty.18-06-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,375,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-06-18,,Đang lưu hành,Nội bộ,Quyết định thưởng cho CBCNV nhân dịp kỷ niệm thành lập Công ty,,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/398.2026.QĐ-BCHCĐ-Thưởng cho CBNV nhân dịp nghỉ Lễ giỗ tổ Hùng Vương, ngày Chiến thắng 30-4 và Quốc tế lao động 01-05-2026.Ngày 24-4-2026.pdf",[16] Phòng Hành Chính - Nhân Sự,398,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-05-01,,Đang lưu hành,Nội bộ,"398.2026.QĐ-BCHCĐ-Thưởng cho CBNV nhân dịp nghỉ Lễ giỗ tổ Hùng Vương, ngày Chiến thắng 30-4 và Quốc tế lao động 01-05-2026.Ngày 24-4-2026",,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/412.2026.QĐ-HCNS-Điều chuyển nhân sự đối với ông Đỗ Mạnh Cường.24-04-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,412,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-04-24,,Đang lưu hành,Nội bộ,Điều chuyển nhân sự đối với ông Đỗ Mạnh Cường,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/412.QĐ-HCNS-Quyết định kiêm nhiệm chức danh Nguyễn Hữu Hiệp.29-11-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,412,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-11-29,,Đang lưu hành,Nội bộ,Quyết định kiêm nhiệm chức danh Nguyễn Hữu Hiệp,,,
